Tweets,Effectiveness,Intensity,Polarity,Annotated By,Date
"Analysis of source of Rupee Indian Revenue Budget 

2023 24 with 2014 15

⬆️
Borrowings 10 Ps
Income Tax 1 Ps

⬇️
Corporate Tax 6 Ps
Customs 5 Ps
Excise Service Tax/GST 3 Ps
Non Tax Revenue 3 Ps

#tax 
#budget2023 
#narendramodi 
#nirmalasitharaman 
#indianeconomy 
#indianfiscal https://t.co/N62FgDrpJy",,,,,
"Tax slabs keep changing but our tastes remain evergreen!

#Budget2023 #Budgeting #BudgetSession #TrendingNow #mithai #mithailover #taxing #Delhi #Gurgaon https://t.co/lbrvf0RLVw",,,,,
"2% in two days.

#Budget2023 https://t.co/ZfafFs32tz",,,,,
"Wonderful to see the budget being allocated which can boost tree-based agriculture.
#SaveSoil #ConsciousPlanet #Budget2023 #TreeBasedAgriculture https://t.co/UZilKOiFtG https://t.co/pdGowZt3Jf",,,,,
"#BSOpinion | This is a growth-oriented #Budget, one of the best in years, with a focus on both infra and job creation, while reducing #incometax for pretty much everyone and allotting lots of money to the states, writes Ashishkumar Chauhan.

#Budget2023
https://t.co/LBxP4Nr1NG",,,,,
"#Budget2023 | The ball is in the industry's court, you hit it, we respond, says Finance Minister #NirmalaSitharaman. 

Watch live: https://t.co/fmUu6w1cPG https://t.co/5HGv9WuAz3",,,,,
"The tax benefits are merely a Mirage. The tax slabs even for the old regime should've been changed as inflation affects them too. Invts planned as per tax deductions under 80C, interest on housing loans etc.,have been given no relief at all making it very unfair.

#Budget2023 https://t.co/5aKsFlJt8a",,,,,
"On a lighter note:

For a tax free life, contact Yumraj.
#Budget2023",,,,,
"'Budget 2023 energising debates on defence spending but Indian police left begging'

ThePrint National Security Editor @praveenswami writes in his column #SecurityCode

#Budget2023

https://t.co/2pThbTIEMM",,,,,
"True happiness comes when you can save both your health and your taxes.
Visit https://t.co/AYwUCjvc6Z  to enjoy Tax savings before it's too late.

#SaveTax #TaxSavings #TaxIndia #TaxSaved #InsuranceSavesTax #NewTax #Tax #Budget2023   #TaxReturns #Taxes #IncomeTax #TrendingNow https://t.co/wScnPEvF3z",,,,,
"Many years ago, thousands of people would throng Mumbai’s famous Brabourne Stadium to hear eminent lawyer Nani Palkhivala’s analysis of the Budget #Budget2023 #NirmalaSitharaman https://t.co/Bw2Oal00Ej",,,,,
"""Allocations,schemes"" w/o accountability, at the centre &amp; states, are good to hear &amp; read. 

Govt talks about ease of doing business forgetting that our country isn't experiencing anything of an ""ease of living"". It is a matter of time when everything will collapse.
#Budget2023 https://t.co/ASRiFw1OX0",,,,,
"80G could be read as ATG...?
Exemption Continues

#Budget2023 
@SandeepDevidan @csdadhich @learner_vk",,,,,
Amritkaal Budget! #Budget2023 #amritkaal #Budget https://t.co/EWrwWMAP9c,,,,,
"#WATCH | J&amp;K BJP President Ravinder Raina described Union Budget as historic. He thanked the Central Government for taking care of the poor as well as all sections of the society in the budget...

@ImRavinderRaina @BJP4JnK #RavinderRaina  #Budget2023  #BJP #JammuKashmir https://t.co/nZfSqDia1H",,,,,
"#Budget2023 | States utilization of 50 year loan not disheartening, says Finance Minister #NirmalaSitharaman. 

Watch live: https://t.co/fmUu6w1cPG https://t.co/taTVj8QxEX",,,,,
"AGAIN &amp; AGAIN, Arrogant Remark by FM

❓ ""Not Good Enough"" #Budget2023 for Middle class
😡 ""Next question please""
- #NirmalaSitharaman 

#चौकीदार_ही_चोर_है https://t.co/YQZvE3PS4U",,,,,
"And what about taxing #YouTube income?

(Shhh..some of my followers are making a lot of money on #Twitter too)

#Budget2023 #taxes",,,,,
Around 80% of salaried tax payers in India earn below ₹7 lakh per annum. This is a great budget for them. #Budget2023 #IndianEconomy #economy,,,,,
"#Budget2023
Please help me I loose a lot of money in trading. I lost my grand mother loan money and she doesn't know about. Please help me.
I'm a student I don't have any source of incomes.
Please as much you can.
Honestly this will be big help.

Upi Id = vivaanaarav@ybl https://t.co/WMKZN0mq6W",,,,,
"@Loganat007 New Tax Regime: No tax on income upto 7 Lakhs.

Old Tax Regime: No tax on income uptu 5 Lakhs + 1.5 Lakhs(80C) + 50K(NPS) + 1 Lakh(HRA) + 20K(Health Insurance) = 7.7 Lakhs

Now celebrate 😂😂

#Budget2023",,,,,
"Team dynamics.  Achievement of goals and objectives is directly related to cohesion or lack of cohesion within the group.
HBD Omoyemwen 
#Budget2023 
#BusinessProposal https://t.co/sTdRV5slxD",,,,,
"#Budget2023: 'Amrit'anjan balm for taxpayers 
Lower taxes, higher savings 

#MiddleClass purse-pective: Political perk or eco-expediency?

Watch #TheUrbanDebate with @shreyadhoundial https://t.co/ksDnIhZU1P",,,,,
"Great meeting this AM w/ NDP MP @DonDavies, longtime health critic of the government, about the work of @DiabetesCanada to #FundTheFramework in #Budget2023. He's an effective parliamentarian in driving #cdnpoli &amp; #cdnhealth change and a leader on #HESA. https://t.co/sbu8x49SR9",,,,,
#Budget2023 What do you thinking about #Budget2023,,,,,
"#Budget2023
#चौकीदार_ही_चोर_है
Well said sir 🫡 https://t.co/dF9XsdzyT3",,,,,
"The #UnionBudget2023 announced will certainly prove to be beneficial for Garuda Aerospace under various sectors.

@JM_Scindia @nsitharaman @narendramodi @investindia 

#Budget2023 #AmritKaalBudget https://t.co/paaXXF8MAv",,,,,
"New Tax Regime: No tax on income upto 7 Lakhs.

Old Tax Regime: No tax on income uptu 5 Lakhs + 1.5 Lakhs(80C) + 50K(NPS) + 1 Lakh(HRA) + 20K(Health Insurance) = 7.7 Lakhs

Now celebrate 😂😂

#Budget2023",,,,,
"WATCH | 

Budget 2023: मदरसों के फंड में 93% कटौती | Massive Cut in Funds for Madrasas | The Pamphlet | @JayeshMatiyal

Full Video: https://t.co/2RqjWc01pY

#budget #nirmalasitharaman #budget2023 https://t.co/MU6GRD1Zyc",,,,,
Me leaving... #TrendingNow  #Budget2023  #ElectricityShutDown https://t.co/lcwjK9l8Gz,,,,,
"#TheIndiaStory | Arun Chawla, Director General of FICCI, tells @VikramChandra what he thought of #Budget2023. https://t.co/Zw3gMqHRJ3",,,,,
"When you are drunk last night and you realise that the other day you have present budget!
WATCH TILL THE END 
#Thalapathy67 #Thalapathy67Update
#INDvsAUS #Budget2023 #ChatGPT #UkraineWar #Adani #HindenburgReport https://t.co/oJ3s1D0Jnt",,,,,
"Budget 2023: This Is how the budgetary allocation compares with last year. #UnionBudget2023 #Budget2023 #AatmanirbharBharat #PMModiji
#happinessbharat https://t.co/CSGZdMskEh",,,,,
"Budget 2023 me agar me medical colleges me  attendance 75% se 50% kardete toh badhiya ho jata !!
#Budget2023 
#MedTwitter",,,,,
"#BudgetWithBS | The #Budget proposal to #tax income from traditional insurance policies, other than ULIPs, having premia above Rs 5 lakh in a year is likely to impact growth of #lifeinsurance companies and their margins.

@subratapanda reports

#Budget2023
https://t.co/U4FS2VaKyo",,,,,
"End of Adani Group?
#HindenburgReport #HindenbergResearch #GautamAdani #standwithadani #Budget2023 https://t.co/aBlkMYapFh",,,,,
"#Budget2023 apart being visionary for Bharat of #AmritKaal, signifies rapid strides made economically; given the rise in per capita to 1.97 lakh and being 5th largest eco., despite 🌎 challenges. This exhibits strong resolve and prudent decision making.

https://t.co/H9yyPRTsTf",,,,,
"@IndiaWantsMB @MamataOfficial @AITCofficial @narendramodi @AmitShah @BJP4India @nsitharaman @ABHIJIT_LS @SushmitaDevAITC @FirhadHakim @ItsYourDev “Today’s budget is anti-poor, anti-people. I condemn this budget. There is no light in this budget, it’s only darkness. It contains lies, bluff. It’s to show people something because of upcoming elections” - Hon’ble Bengal CM @MamataOfficial on #Budget2023.

#IndiaWantsMamataDi",,,,,
"The solution is: Both the statements are correct. 

Well done guys.
I hope the #Budget2023 highlights in 15 minutes was helpful.

#prelimschallenge #UPSC #upscprelims #Prelims2023",,,,,
"Amrit kal mai logon ko kyu zeher khane ki jaldi hain 🤔🤔

The National Crime Records Bureau (NCRB) released data on suicidal deaths in India in August, 2022 and the figures were startling 

#Budget2023",,,,,
".@MRVChennai joins me #Live to talk about two hot topics #Adani and #Budget2023 at 9PM IST. How much is government’s exposure to the #AdaniGroup of companies? Will it step in? Dr MRV is uniquely qualified, to answer your Qs. https://t.co/DTLy6ewbH8 #AskMRV What is the DREAM part?",,,,,
No job creation statement in finance budget #Budget2023 https://t.co/KBk61PWsIj,,,,,
"#Budget2023: Here are some key takeaways for tech, startups from Nirmala Sitharaman's speech. Have a look!

News18's @Bhaswati19Guha decodes it for us.

#NirmalaSitharaman #Budget #UnionBudget2023 #AI https://t.co/rMDCqqE8M4",,,,,
#gst is ineff for business man that's it bcoZ how much margin he earn it's not ur bussines bcoz he she made losses too. So need to think on it. #Budget2023 #tax rearang number of salary payout income tax eg. नंबर of person working in organization.,,,,,
One of the things I'm most excited about in #India's #Budget2023 is the near doubling of allocation of funds for #IndianRailways.  100% electrification of its massive track network and green hydrogen powered locos would be quite a feat!  https://t.co/DSpk4SHUqb,,,,,
"India Raises Its Defence Budget By Nearly 13% to $72.6 Billion #India #DefenceBudget #Budget2023 #Military
https://t.co/WR9AXcCiwg",,,,,
"The rapper and their lyrics are shining a light on the truth.

Unfortunately, it may not sit well with those in power. Especially #KCR and their goons. 

Hats off to Finance Minister @nsitharaman jI and Prime Minister @narendramodi Ji for their efforts on #Budget

#Budget2023 https://t.co/Mm49rRNEPl https://t.co/xRdEESluOP",,,,,
"How did prominent papers cover #Budget2023?

@tanishka_s2 takes a look.

https://t.co/JLCembRYVt",,,,,
"The best budget so far!!!!
#Budget2023",,,,,
"""The renewable sector will experience a big push with a capital investment of Rs. 35,000 crores towards energy transition, net zero objective, and energy security,"" says our president, Deepak Jain (Deepak Jain).

Click here: https://t.co/IsD9YnEVrz to read more

#GREW #Budget2023 https://t.co/DQEskNXAKb",,,,,
"#Budget2023 | This is a huge impactful budget. They have done a deep dive into the things which will make difference to the economy. : Saket Dalmia, President, PHDCCI

#NewsEpicentre | @maryashakil https://t.co/GsCtoPcqGd",,,,,
"A much-needed initiative to boost tree-based agriculture. Supporting farmers to shift to tree-based agriculture will improve farmers' incomes, the health &amp; wellbeing of the people, and the nation's soil, water and ecology. 
#Budget2023 #SaveSoil #TreeBasedAgriculture #Budget2023",,,,,
"#Telangana gets ⭕️ in Union #Budget2023 

Rs.5,300 Cr for poll bound #Karnataka’s Upper Bhadra project. Rs.3,500 Cr for Ken-Betwa project that’ll benefit Madhya Pradesh and Uttar Pradesh.

Why such apathy towards Irrigation projects like #Kaleshwaram &amp; #PalamuruRR in Telangana? https://t.co/NorlDJOTMI",,,,,
"https://t.co/My364aWERM

music that leave you in world you can't imagen

#KingOfKotha #StockMarket #Adani #Budget2023 #krishna #HindusUnderAttack #HindenburgReport #hindu",,,,,
"#Budget2023: 'Amrit'anjan balm for taxpayers 
Lower taxes, higher savings 

#MiddleClass purse-pective: Political perk or eco-expediency?

Watch #TheUrbanDebate with @shreyadhoundial https://t.co/jMeDlfUs5X",,,,,
"With only 0.24% of the budget allocated to them, 90% of India's workforce is in the #unorganisedsector! How is this even remotely fair? Why doesn't the government recognise this crisis and do something about it!? #IndianEconomy #IndiaBudget2023 #Budget2023 https://t.co/m889rX9CvZ",,,,,
"#BudgetWithMC | #Cement &amp; #steel sectors have clearly gained from #Budget2023. However, even with an expected demand spike, building material prices may remain on a weak wicket.

Here's why⬇️
https://t.co/Jzo47Nt114

By @AmrithaPillay | #UnionBudget2023 #Budget2023WithMC",,,,,
"@IndiaWantsMB @MamataOfficial @AITCofficial @narendramodi @AmitShah @BJP4India @nsitharaman @ABHIJIT_LS @SushmitaDevAITC @FirhadHakim @ItsYourDev “Today’s budget is anti-poor, anti-people. I condemn this budget. There is no light in this budget, it’s only darkness. It contains lies, bluff. It’s to show people something because of upcoming elections” - Hon’ble Bengal CM @MamataOfficial on #Budget2023.

#IndiaWantsMamataDi",,,,,
Aspiration to become entrepreneurs in India is at an all time high! Making financial support available and visible will go a long way in driving micro-entrepreneurship @UCleanIndia @GT_Gunjan @newsindia24x7_ @nsitharaman @FinMinIndia #Budget2023 #Budget #financing https://t.co/vgFkvtxNT4,,,,,
"What will happen to LIC holding in Adani grp? 
Will LIC get back 44,713 crore from Adani grp ? #AmritKalBudget #Budget2023 #HindenburgReport https://t.co/5iBkn3Mchy",,,,,
"This #Budget2023 is BIGGEST blow to the MiddleClass Salaried Tax Payer !! 

400% INCREASE in TAX OUTGO !!! 

@CitizenKamran https://t.co/oBX16aklMq",,,,,
"30% tax on online gambling.
""Play Rummy Save Modi Government!""
#RNRavi
#Budget2023
#திமுக https://t.co/f5FFCa48mA",,,,,
"India's budget focuses on fiscal consolidation, job creation, and economic growth. Let's come together to make a better future for our nation and its people! 
Also, it has notable decisions for the educational sector as well.
#Budget2023 https://t.co/RshRwYvwVp",,,,,
"The 2023-24 FY budget is out and there are so many things to talk about. Here are  few key highlights of the budget session.

#Unionbudget2023 #budget2023 #Indianbudget2023 #Unionministrybudget2023 #Tecvololabs https://t.co/4wlXPsTC1i",,,,,
"Have you tried PaywithRewards yet?
.
.
.
#PayWithRewards #KamPayKaro #rewardpoints #Budget2023 #unionbudget #UnionBudget2023 #rewards https://t.co/LqHkmRTcQV",,,,,
Very welcoming initiative towards #SaveSoil #Budget2023 https://t.co/nTbjxzfvdq,,,,,
"Government has tried to simplify the taxation regime in the budget, be it corporate tax or personal tax, Revenue Secretary Sanjay Malhotra said on Thursday. https://t.co/54nA6VYk41 #Taxation #Budget2023",,,,,
"AIR News Special Programme : Discussion on Union Budget 2023-24 today at 9:30 PM.

Experts: 

▪️ TV Somanathan , Finance Secretary 
▪️ Tuhin Kanta Pandey, @SecyDIPAM
▪️ Sanjay Malhotra,  Revenue Secretary

@FinMinIndia | #UnionBudget2023 | #Budget2023 https://t.co/LNJ8PiFpEE",,,,,
"'Budget 2023 takes a leap in reducing India’s fiscal deficit'

@mukeshbutani, managing partner at BMR Legal Advocates, writes

#Budget2023

https://t.co/LeqRU4ppok",,,,,
"Budget 2023-24: Marginal rise in health budget not enough to keep up with inflation, experts say
https://t.co/cKbzmJHXtV
#healthcare #publichealth #Budget2023 
@tdeoll https://t.co/RPf5xKiLGE",,,,,
"#Budget2023 proposes 20% TCS on foreign expenses under LRS

https://t.co/riVs9nNhg8

By @anaghpal https://t.co/GRqFoLWNSh",,,,,
"BJP will launch a mega budget Reach Out on February 4 and 5 across India to bring to the fore what the budget means for each and every citizen, cutting across age, caste, creed and profession. 
#UnionBudget2023 #Budget2023 #BJP #panIndia #politics https://t.co/YdMWLfy7Pi",,,,,
"CPI(M) will organize nationwide protest actions against anti-people &amp; contractionary budget from 22nd-28th February 2023. All sections of the people who are vitally interested in safeguarding people’s livelihoods must rise in protest.

#UnionBudget2023 #UnionBudget #Budget2023 https://t.co/k8aHm7WYm1",,,,,
"#UnionBudget2023 | Union Finance Minister #NirmalaSitharaman will brief all BJP MPs on #Budget2023, in Parliament at 9 am tomorrow; all Rajya Sabha and Lok Sabha MPs are expected to be present.

(ANI)

📡Catch the day's latest news ➠ https://t.co/xypzD0riDo https://t.co/M2hm319GRp",,,,,
"You don't see a whole lot of populism in #Budget2023, even though this is the last full budget before parliamentary elections. India is on cusp of returning to high growth trajectory: @APanagariya tells me.
I report @PTI_News
https://t.co/dlCldCgiCP
@nsitharaman @FinMinIndia",,,,,
"A Cracker of a Budget! Totally meeting OR exceeding expectations? Prudent, Balanced, Push for New Income Tax Regime, Relief for Middle Class &amp; more in the #AmritKaalBudget

Watch this NOW to see what are the buzzwords used by Mainstream Media Houses for Budget 2023

#Budget2023 https://t.co/C2l2IpEkyD",,,,,
"Went through the major parts of #HindenburgReport and prima facie it's evident that #Adani group was engaged in stock manipulation and accounting fraud. 

#Adaniscam #HindenbergResearch #StockMarket #Budget2023",,,,,
"Number of Economists in India

on 31st Jan -              841
on 1st Feb  -         2,36,771
on 2nd Feb -         15,67,826
on 3rd Feb  -              841

#Budget2023",,,,,
